category,company_name,website,founded_year,raised_amount,description
Air/Space/Sea,RS Metrics,https://rsmetrics.com/,,,"RS Metrics is a software development company. It provides satellite imagery and geospatial analytics technology intended to offer data and signals from large-scale analysis of satellite and aerial imagery. It also provides location-based sources, allowing real estate, retail, industrial metals, government, and academic researchers to obtain predictive analytics, alerts, and end-user applications for financial services decision-making. It was founded in 2009 and is based in Stamford, Connecticut."
Air/Space/Sea,Planet,https://www.planet.com/,2010.0,$364.05M,"Planet (NYSE: PL) provides daily satellite imagery and insights. It offers a digital platform that collects information about the changing planet using a fleet of compact earth-imaging satellites. It helps businesses, governments, researchers, and journalists understand the physical world and take action. It was founded in 2010 and is based in San Francisco, California."
Air/Space/Sea,Spire,https://spire.com/,2012.0,$205.44M,"Spire (NYSE: SPIR) is a satellite-powered data company that tackles unpredictable business challenges with truly global data solutions. By providing unique data from any point on Earth, every hour, Spire offers a competitive advantage for organizations that require insight into areas such as global trade, weather, shipping and supply chain, air-traffic control and monitoring, and maritime domain awareness."
Air/Space/Sea,Mobito,https://www.mobito.io/,2019.0,$0.9M,"Mobito Technology operates as a data exchange service provider. It offers a data exchange management platform. It provides data procurement, data distribution, and internal collaboration tools. It was founded in 2019 and is based in Schaerbeek, Belgium."
Air/Space/Sea,BlackSky,https://www.blacksky.com/,2013.0,,"BlackSky is a company that focuses on providing real-time geospatial intelligence in the satellite imagery and analytics industry. The company's main services include delivering on-demand, high frequency imagery, monitoring, and analytics of critical locations, economic assets, and events on Earth. BlackSky's offerings are primarily used by government agencies, commercial businesses, and organizations worldwide. It was founded in 2013 and is based in Herndon, Virginia."
Air/Space/Sea,Capella Space,https://www.capellaspace.com/,2016.0,$235.49M,"Capella Space is an aerospace and information services company. It provides earth observation data via space radar and high-resolution synthetic aperture radar (SAR) satellites regardless of bad weather and low light conditions. It was founded in 2016 and is based in San Francisco, California."
Air/Space/Sea,Synspective,https://synspective.com/,2018.0,$178.42M,"Synspective provides geo-solutions based on satellite imagery. The company gathers broad and high-frequency monitoring data from its own Synthetic Aperture Radar (SAR) satellite constellation and extracts information using machine learning technology to enable better decision-making and action by companies and governments. The information has multiple benefits such as visualization and prediction of economic activity, monitoring of terrain and structures, and immediate understanding of disaster situations."
Air/Space/Sea,Preligens,https://www.preligens.com/,2016.0,$27.17M,"Preligens develops pioneering technology to enhance operational decision-making to build a safer world. Its artificial intelligence solutions are based on an automated analysis of geospatial intelligence (GEOINT) workflows. 
Powering state-of-the-art Machine Learning and Computer Vision, Preligens aggregates information from multi-intelligence sources (Multi-INT) to provide its Defence and Intelligence customers with strategic knowledge regarding mission critical areas of interest ensuring a more insightful operating picture."
Air/Space/Sea,Qianxun SI,https://en.qxwz.com/,2015.0,$141.23M,"Qianxun SI develops ground-enhanced base stations to receive basic positioning data of Beidou satellite system (compatible with GPS, GLONASS, Galileo), and provides high-precision positioning services for different industries by using the company's own algorithms."
Air/Space/Sea,HawkEye 360,https://www.he360.com/,2015.0,$371.7M,"HawkEye 360 focuses on radio frequency (RF) data analytics in the space-based technology industry. The company operates a unique commercial satellite constellation to identify, process, and geolocate a broad range of RF signals, creating powerful analytical products by combining this data with other sources. Its products are primarily used for maritime domain awareness and spectrum mapping and monitoring. It was founded in 2015 and is based in Herndon, Virginia."
Air/Space/Sea,Windward,https://windward.ai/,2010.0,$32.3M,"Windward is in the business of analysis to help people understand maritime risk and therefore take actions to reduce it. Combining the traditional world of shipping with the new world of data, it helps marine insurers boost profitability by quantifying dynamic risk; and enables intelligence agencies, coastguards and law enforcement to protect their national interests by revealing potential threats."
Air/Space/Sea,Satellogic,https://satellogic.com/,2010.0,$134.45M,"Satellogic (NASDAQ: SATL) provides high-resolution satellite imagery. The company's low-Earth-orbit satellite constellation and product platform deliver geospatial data that helps large enterprises and governments understand the physical world and take action. The company was founded in 2010 and is based in Davidson, North Carolina."
Air/Space/Sea,Freightwaves,https://www.freightwaves.com/,2016.0,$91.5M,"FreightWaves operates as a data and content forum. It provides market participants with near-time analytics on the state of the freight market and tools that provide action-oriented outcomes. Freightwaves was formerly known as TransRisk. The company was founded in 2016 and is based in Chattanooga, Tennessee."
People/Entities,Lusha,https://www.lusha.com/,2016.0,$245M,"Lusha is a company that focuses on providing B2B database services in the business leads and company contacts industry. The company offers services such as prospecting, data enrichment, and buyer intelligence, which help businesses create targeted prospecting lists, enrich their CRM data, and target buyers based on intent data. Lusha primarily sells to sectors such as sales, marketing, and recruiting. It was founded in 2016 and is based in New York, New York."
People/Entities,Ocean.io,https://www.ocean.io/,2017.0,$6.86M,"Ocean.io is a company that specializes in business-to-business (B2B) prospecting data and account-based marketing (ABM) targeting within the technology and data sectors. The company offers a prospecting data platform that uses artificial intelligence to help sales and marketing teams find accounts and contacts, and build hyper-targeted company profiles and segments. Ocean.io primarily serves the sales, marketing, and data sectors. It was founded in 2017 and is based in Copenhagen, Denmark."
People/Entities,Brew,https://www.getbrew.com/,2019.0,$12M,"Brew develops a strategic marketing platform. The company offers a Generative Artificial Intelligence (AI) platform that provides marketing teams with a comprehensive view of their competitors, market insights, benchmarks, and data breakdowns, as well as AI-generated content for various channels. Brew primarily serves the marketing industry. It was formerly known as Ever There. The company was founded in 2019 and is based in Tel Aviv, Israel."
